time,lat,lon,depth,mag
14286.732539120372,3.7751,126.4987,24200.0,7.1
14259.74280601852,46.8333,155.246,31100.0,7.3
14247.940077083334,-0.7094,133.3122,34400.0,7.2
14247.822174074074,-0.5275,132.6016,31100.0,7.4
14207.377083564814,54.2201,154.2934,505300.0,7.3
14199.710101967592,1.3516,122.1629,28100.0,7.3
14151.638551388887,-30.0971,-177.6336,35000.0,7.0
14065.091736921295,53.9462,152.8633,646100.0,7.7
14060.26231273148,-58.284,-21.9794,10000.0,7.0
14011.269444212963,31.0636,103.3718,7600.0,7.9
13981.020977662038,-55.5913,158.5422,10000.0,7.1
13978.532094097223,-20.0376,168.9074,31400.0,7.3
13958.93956099537,35.5493,81.5063,10000.0,7.1
13934.358725810187,-2.4893,99.9204,29800.0,7.2
13929.339252777778,2.7634,95.9644,31400.0,7.3
13866.396163078703,51.3982,-179.5373,36200.0,7.2
13856.311351851851,-26.0959,-177.3637,149800.0,7.8
13846.791897685185,14.9946,-61.2236,147300.0,7.4
13831.653354050926,-22.3208,-69.7803,33600.0,7.7
13817.146043055554,18.9579,145.3795,221900.0,7.2
13786.224706597224,-49.2466,164.1939,10000.0,7.4
13786.089250462963,10.5355,145.7995,18500.0,7.0
13784.568722685186,22.0103,142.705,253500.0,7.5
13769.149636226852,-2.1573,99.5731,20000.0,7.0
13768.992411574072,-2.6161,100.7261,36000.0,7.9
13768.465588773146,-4.4637,101.3959,35500.0,8.5
13758.045359259258,-11.589,165.8205,37500.0,7.2
13740.98678761574,-13.3836,-76.5555,41200.0,8.0
13733.711882754631,-5.8913,107.4513,295800.0,7.4
13733.711782407407,-6.089,107.5839,293800.0,7.5
13726.714525810185,-15.6745,167.6986,149500.0,7.2
13604.861070717592,-8.4468,157.0265,9500.0,8.1
13597.027813194443,-20.5675,169.3463,36200.0,7.1
13534.477603935185,1.0816,126.3618,23500.0,7.5
13526.18290798611,46.2308,154.5027,22500.0,8.1
13508.518301273149,21.8643,120.5446,6600.0,7.0
13467.468223842592,46.681,153.2106,12200.0,8.3
13380.154003703705,-61.016,-34.2851,500.0,7.0
13346.346832175925,-9.3178,107.4238,20000.0,7.7
13304.035087152777,17.992,119.075,124000.0,8.0
13300.78961701389,19.054,120.884,13000.0,8.4
13284.444025,-31.8438,-179.1549,156000.0,7.4
13271.643518055556,-20.1631,-174.1449,53500.0,8.0
13258.975728703705,61.0398,167.0973,26600.0,7.6
13210.612467708333,13.64,120.148,36000.0,7.0
13205.938580671294,8.472,123.086,31000.0,7.8
13201.929968981482,-21.3113,33.5493,16400.0,7.0
13194.770317824075,9.624,121.95,2000.0,7.9
13194.423613773148,11.571,122.727,96000.0,7.4
13175.707574189815,-5.4477,128.1944,403600.0,7.6
13150.926168287038,-19.9742,-178.1096,584100.0,7.2
13150.257508564815,-61.0106,-21.6489,10000.0,7.4
13101.901973958333,38.0471,144.8788,14200.0,7.0
13064.160138773148,34.5239,73.64,7900.0,7.6
13052.080297569444,-5.7362,-76.4755,129100.0,7.5
13035.310216898148,-4.5612,153.4794,93800.0,7.7
13011.115589467594,38.2013,142.1143,37800.0,7.2
12988.654224537036,7.9066,92.1458,17500.0,7.2
12949.118701041667,41.4472,-125.5848,18000.0,7.2
12947.947597453705,-19.9172,-69.2156,111900.0,7.8
12870.67332511574,2.0964,97.1131,30000.0,8.6
12844.445941550925,-6.5657,129.8801,197600.0,7.1
12819.516190393517,5.2896,123.4363,540400.0,7.1
12778.181561111112,6.8463,92.9321,31700.0,7.2
12778.040880208333,3.4125,95.9012,26100.0,9.0
12775.624313425928,-49.71,161.5761,10000.0,8.1
12750.772369907407,42.9016,145.2087,42800.0,7.0
12748.100699537037,-3.6543,135.4096,5100.0,7.1
12744.851656597224,-46.4964,164.8273,7600.0,7.1
12737.37980775463,4.7417,-77.4704,15000.0,7.2
12733.893545717592,-8.1491,124.7441,23100.0,7.5
12666.623118402778,33.2055,137.0731,10000.0,7.4
12666.42161087963,33.0706,136.7349,18700.0,7.2
12624.607844444445,-2.4931,103.9746,581900.0,7.3
12614.185570949074,-17.7045,-178.7667,560000.0,7.1
12455.112895601853,-4.0301,135.0876,15000.0,7.3
12453.878506365741,-3.6455,135.5219,28300.0,7.0
12420.682842592592,-22.3038,169.6596,9400.0,7.1
12413.66736388889,-21.8913,169.7329,10000.0,7.3
12373.279930324074,51.1032,178.6421,27100.0,7.8
12356.046187731481,37.8541,142.6143,23000.0,7.0
12322.481540856481,50.0089,87.7788,16000.0,7.3
12320.88055324074,41.6835,143.5984,31800.0,7.3
12320.826473148149,41.7488,143.8725,33000.0,8.3
12285.508881018519,-45.0875,167.0892,6800.0,7.2
12268.192603240741,-60.5323,-43.4511,10000.0,7.6
12248.85267037037,-2.6398,68.3563,10000.0,7.5
12223.263658680557,-7.6253,-71.7128,572000.0,7.0
12198.392059259259,38.8688,141.5247,71200.0,7.0
12128.691866435185,51.2395,177.9148,32400.0,7.0
12074.087916087963,18.8965,-104.0815,27400.0,7.5
12072.363283564815,-10.5295,160.8058,43400.0,7.2
12008.204109259259,47.7708,145.9942,483900.0,7.3
11994.925476041666,63.6285,-147.6114,10800.0,7.9
11993.05985914352,2.9794,96.1147,31000.0,7.2
11970.451646180556,-1.7511,134.2585,24800.0,7.5
11938.78083136574,-3.297,142.915,13000.0,7.6
11918.464147685185,-23.868,178.454,649900.0,7.7
11918.459054745372,-21.7,-179.464,587700.0,7.6
11866.721882060185,43.763,130.665,568000.0,7.3
11803.670892592592,13.032,144.688,69100.0,7.0
11777.286697685184,24.27,122.184,33000.0,7.1
11766.166581018519,34.276,-176.45,15000.0,7.0
11751.886222916666,6.032,124.273,33000.0,7.5
11749.505763888888,36.496,70.517,208900.0,7.3
11689.724226273147,-17.668,167.853,53700.0,7.2
11689.724199074073,-15.6,170.4,10000.0,7.0
11668.585131944445,-42.785,124.682,10000.0,7.1
11640.393176041667,35.927,90.587,11000.0,7.8
11626.382181365741,-5.962,150.22,None,7.0
11614.144953472223,-4.089,123.977,33000.0,7.5
11607.62661574074,12.716,144.975,61800.0,7.0
11555.286191319445,-36.801,-179.723,33500.0,7.1
11510.401894675926,-17.568,-72.007,33000.0,7.6
11496.856357986111,-16.303,-73.561,2200.0,8.4
11476.112481944445,-29.681,-178.615,188200.0,7.1
11377.30822326389,1.334,126.335,55600.0,7.1
11366.81146388889,-4.754,102.478,33900.0,7.4
11348.136577083333,23.442,70.31,16000.0,7.7
